Sequence_Header,Bin_Assignment_1,Bin_Assignment_2,Vote_Count,Total_Votes
UniRef100_A0A535UXM2,11,7,10,368
UniRef100_A0A0G0F2D6,4,9,7,368
UniRef100_A0A1V5WRQ3,4,17,8,368
UniRef100_W0J8W0,5,15,11,368
UniRef100_UPI00032B1314,4,16,9,368
UniRef100_A0A4V1ISU8,4,16,8,368
UniRef100_A0A2V9J4T8,7,10,9,368
UniRef100_A0A197JU24,17,9,11,368
UniRef100_A0A5J5LGM8,7,7,9,368
UniRef100_A0A2I0MC83,14,5,8,368
UniRef100_UPI001292EDD3,3,14,8,368
UniRef100_A0A3B4UEN3,6,14,12,368
UniRef100_A0A0G1C629,4,7,8,368
UniRef100_A0A1C3P5A7,14,7,9,368
UniRef100_R7YQI1,5,10,8,368
UniRef100_A0A0L6VNG9,6,6,9,368
UniRef100_A0A1Q3B8X4,4,16,8,368
UniRef100_A0A139AT90,5,7,7,368
UniRef100_UPI000614B040,14,8,9,368
UniRef100_A0A485LM21,2,9,7,368
UniRef100_A0A127JU76,2,13,13,368
UniRef100_UPI0011E57C86,9,8,7,368
UniRef100_A0A496TDH4,8,7,7,368
UniRef100_G0U5Q0,9,5,9,368
UniRef100_A0A2E2HKP6,9,8,11,368
UniRef100_A0A0G0UQX3,14,5,8,368
UniRef100_UPI0011E4F6A0,5,5,9,368
UniRef100_A0A4S2RQ28,7,10,9,368
UniRef100_A0A1Y2GEP2,15,6,10,368
UniRef100_W6KRW6,15,5,8,368
UniRef100_A0A1F4S6Z4,10,7,10,368
UniRef100_A0A4D9CWJ8,18,11,13,368
UniRef100_UPI0003F87EC9,3,13,8,368
UniRef100_A0A5C8RXX1,4,17,8,368
UniRef100_M0U2Z3,7,11,10,368
UniRef100_A0A2M6WHT0,17,9,10,368
UniRef100_A0A0G0AXZ3,8,7,7,368
UniRef100_UPI0007A4E9AF,3,15,8,368
UniRef100_A0A287TE48,10,8,6,368
UniRef100_A0A0G3I1R5,17,8,10,368
UniRef100_A0A2P6TZJ4,9,6,10,368
UniRef100_A0A3B1B731,10,8,8,368
UniRef100_A0A1S4B9K7,18,9,9,368
UniRef100_A0A4D8Y4G6,18,9,6,368
UniRef100_UPI000EFD97D1,6,10,10,368
UniRef100_UPI0003F177C5,4,10,8,368
UniRef100_UPI000B98151F,5,14,12,368
UniRef100_UPI000750009D,5,10,11,368
UniRef100_UPI000C039D67,8,4,9,368
UniRef100_M8A3K2,5,13,7,368
UniRef100_A0A536EV81,8,7,8,368
UniRef100_A0A2D7F443,5,16,7,368
UniRef100_UPI0012496280,5,15,10,368
UniRef100_A0A554I8Y4,10,5,8,368
UniRef100_UPI00128CCD82,3,12,11,368
UniRef100_B4JG80,13,5,10,368
UniRef100_A0A136LZ58,11,3,7,368
UniRef100_UPI00039A7592,8,9,8,368
UniRef100_A0A0F9ASK7,4,11,7,368
UniRef100_E9AXX1,2,12,7,368
UniRef100_A0A3M0W4U8,4,7,6,368
UniRef100_A0A2H0Y9W3,5,15,9,368
UniRef100_UPI0010FBAA9B,7,7,9,368
UniRef100_A0A2K2CYE7,5,7,7,368
UniRef100_UPI000DDA7ACB,5,8,8,368
UniRef100_A0A087T3B7,3,13,8,368
UniRef100_A0A2M6WGC3,3,15,8,368
UniRef100_A0A4R1D5W0,4,13,8,368
UniRef100_A0A3S3RAE6,3,13,8,368
UniRef100_A0A1K0HFA2,6,8,7,368
UniRef100_A0A5A7PLR2,4,10,7,368
UniRef100_A0A1B0G5E0,8,5,8,368
UniRef100_C5FTB5,4,10,8,368
UniRef100_UPI000718C949,16,6,8,368
UniRef100_A0A183QHA5,4,10,7,368
UniRef100_K3YGJ8,3,8,6,368
UniRef100_S7QF77,4,10,8,368
UniRef100_UPI000CDFD57E,4,14,9,368
UniRef100_A7RYZ3,3,16,12,368
UniRef100_A0A5B6ZB16,3,15,7,368
UniRef100_A0E8H8,4,9,7,368
UniRef100_A0A022RET8,5,11,7,368
UniRef100_A0A167XBL0,8,7,8,368
UniRef100_A0A150H3N4,4,9,7,368
UniRef100_A0A067M7H4,3,15,7,368
UniRef100_A0A1J1IAX9,6,13,9,368
UniRef100_A0A554JAM4,14,6,9,368
UniRef100_A0LQ35,7,11,8,368
UniRef100_A0A1S3C4S3,14,5,7,368
UniRef100_A0A0W0YL15,3,10,7,368
UniRef100_A0A4V2K679,5,12,7,368
UniRef100_A0A0G1FIF4,14,8,13,368
UniRef100_A0A2R6FDV4,4,10,8,368
UniRef100_UPI00053F991C,3,11,7,368
UniRef100_A0A2I0ACI7,7,12,9,368
UniRef100_UPI0010FA8BAB,6,10,9,368
UniRef100_A0A2H0LBB4,7,9,9,368
UniRef100_J9IK74,17,9,10,368
UniRef100_UPI0007DB7C67,3,7,8,368
UniRef100_L9JTG1,6,6,8,368
UniRef100_A0A5C5FPW8,8,7,10,368
UniRef100_A0A097SSA5,15,6,9,368
UniRef100_A0A1Q7Q897,14,5,11,368
UniRef100_A0A2R6P959,4,7,7,368
UniRef100_A0A0S4IL79,3,18,10,368
UniRef100_A0A316JGR1,3,16,6,368
UniRef100_A0A2V1B1T1,6,8,7,368
UniRef100_A0A434AYV2,6,9,10,368
UniRef100_A0A1F8T4Y7,16,9,10,368
UniRef100_A0A5D6Y1S8,6,15,12,368
UniRef100_A0A1H6RUI5,6,11,8,368
UniRef100_A0A5E4MV27,2,12,9,368
UniRef100_A0A196SCE5,14,6,11,368
UniRef100_E9AVA9,15,6,9,368
UniRef100_A0A3L6LDU4,8,8,8,368
UniRef100_A0A2I7N9Q1,3,11,8,368
UniRef100_A0A516JCI4,4,16,9,368
UniRef100_G4TM32,3,18,8,368
UniRef100_UPI000D53A57B,4,13,7,368
UniRef100_UPI001036AC3B,4,10,7,368
UniRef100_A0A101HS28,9,3,6,368
UniRef100_A0A2E2WU20,4,14,10,368
UniRef100_UPI000EF74121,4,10,9,368
UniRef100_A0A024U5C9,5,7,9,368
UniRef100_A0A2N2ZTB5,4,15,8,368
UniRef100_A0A1J5HLM5,4,18,16,368
UniRef100_UPI00071A1C20,3,13,6,368
UniRef100_A0A3M0ZP50,14,6,9,368
UniRef100_A0A2H0USI4,18,9,11,368
UniRef100_A0A2A9P2B8,9,7,7,368
UniRef100_A0A5C2SR73,6,9,7,368
UniRef100_A0A3C0QHU0,4,10,11,368
UniRef100_A0A535V3A7,16,7,11,368
UniRef100_A0A3B0X7K9,7,10,7,368
UniRef100_A0A0G4J707,5,10,7,368
UniRef100_A0A2N5YVW7,3,14,8,368
UniRef100_A0A5C0UGY0,4,10,7,368
UniRef100_K2BYW3,14,6,9,368
UniRef100_A0A323UJ70,5,12,8,368
UniRef100_A0A1X7VQ59,4,10,8,368
UniRef100_A0A163V173,16,5,11,368
UniRef100_R7W5Z8,6,11,8,368
UniRef100_A0A2V8ZGG2,14,8,8,368
UniRef100_A0A0G0JV59,3,18,8,368
UniRef100_A0A432H0Y6,4,13,9,368
UniRef100_UPI000359419F,6,12,9,368
UniRef100_S9VBQ3,11,5,8,368
UniRef100_G7L1P0,2,13,7,368
UniRef100_A0A1G2D1C3,7,12,9,368
UniRef100_A0A397B0B5,7,3,9,368
UniRef100_UPI0001745800,6,8,11,368
UniRef100_A0A068WGQ1,2,11,7,368
UniRef100_A0A1C6TD37,3,8,9,368
UniRef100_E1ZJ63,16,7,8,368
UniRef100_A0A2P5DFX3,2,14,8,368
UniRef100_A0A1S3U552,5,8,8,368
UniRef100_A0A370TE73,11,8,9,368
